0.0111574 0 157
0.144572 0 157
0.158032 0 157
1.26965 1 159
1.27045 1 159
1.76115 1 159
2.76117 1 118
3.06387 1 118
3.76116 1 118
4.76115 1 118
5.76124 1 118
6.76118 1 118
7.76118 1 118
8.76115 1 118
9.76115 1 118
10.7611 1 118
11.7611 1 118
12.7612 1 118
13.7612 1 118
14.7611 1 118
15.7611 1 118
16.7611 1 118
17.7612 1 118
18.7612 1 118
19.7612 1 118
20.7612 1 118
21.7612 16 115
22.7612 16 116
23.603 16 117
23.6037 16 117
24.7612 16 120
25.7612 23 125
26.7612 23 125
27.7611 30 126
27.838 30 126
28.7611 30 126
29.7612 30 126
30.7612 30 126
31.1858 30 129
31.7612 31 135
32.7611 31 135
33.7611 33 140
34.7611 33 140
35.7611 33 140
36.7611 33 140
37.7611 33 140
38.7611 33 140
39.7611 33 140
40.7611 33 140
41.7611 33 140
42.7611 33 145
43.7612 33 145
44.7612 33 147
44.9929 33 147
45.7611 33 147
46.7613 34 149
47.7612 39 149
48.7612 46 151
49.7612 46 151
50.7612 46 151
51.7612 46 156
52.7612 52 156
53.7612 54 159
54.7612 58 159
55.7611 58 159
56.7611 58 159
57.7611 58 159
58.7612 74 161
59.7612 74 161
60.7611 74 161
61.7612 74 165
62.7612 75 165
63.7612 75 165
64.7613 75 165
65.7612 83 170
66.7612 83 173
67.7612 83 173
68.7612 83 173
69.7612 83 173
70.7614 83 173
71.7611 83 173
72.7611 83 173
73.7612 83 173
74.7612 83 173
75.7612 83 173
76.7612 83 173
77.7612 83 173
78.7612 83 173
79.7612 83 181.3
80.7612 83 181.3
81.7611 83 181.3
82.7613 83 181.3
83.7611 83 181.3
84.7611 83 181.3
85.7613 83 181.3
86.7611 83 181.3
87.7612 83 181.3
88.7612 83 181.3
89.7612 83 181.3
90.7613 83 181.3
91.7612 83 181.3
92.7612 83 181.3
93.7612 83 181.3
94.7612 83 181.3
95.7612 83 181.3
96.7612 83 181.3
97.7612 83 187.3
98.7612 83 187.3
99.7611 83 187.3
100.761 83 187.3
101.761 83 188.3
102.719 83 188.3
103.72 83 188.3
104.719 83 188.3
105.72 83 188.3
106.72 83 188.3
107.72 83 188.3
108.719 83 201.3
109.719 83 201.3
110.719 83 201.3
111.719 83 201.3
112.719 83 201.3
113.719 83 201.3
114.719 83 201.3
115.719 83 201.3
116.719 83 201.3
117.719 83 201.3
118.719 83 201.3
119.72 83 201.3
120.719 83 201.3
121.719 83 201.3
122.719 83 201.3
123.719 83 201.3
124.719 83 201.3
125.719 83 201.3
126.719 83 201.3
127.72 83 206.3
128.72 83 206.3
129.719 83 206.3
130.719 83 212.3
131.719 83 212.3
132.72 83 212.3
133.719 83 212.3
134.719 83 212.3
135.719 83 212.3
136.719 83 214.3
137.72 83 214.3
138.719 83 214.3
139.719 83 214.3
140.719 83 214.3
141.719 91 220.3
142.483 96 220.3
142.719 101.3 219.3
143.719 105.8 212.8
144.719 105.8 202.8
145.719 105.8 202.8
146.719 108.8 202.8
147.719 108.8 202.8
148.719 110.8 202.8
149.719 110.8 202.8
150.719 114 203
151.719 114 203
152.719 114 203
153.394 114 177
153.72 114 177
154.22 114 177
154.719 114 177
155.219 114 177
155.719 114 177
156.219 114 177
156.719 114 177
157.219 114 177
157.719 114 177
158.219 114 177
158.719 114 177
159.219 114 177
159.72 114 177
160.219 114 177
160.719 114 177
161.22 114 177
161.719 114 177
162.219 114 177
162.719 114 177
163.219 114 177
163.719 114 177
164.219 114 177
164.719 114 177
165.219 114 177
165.719 114 177
166.219 114 179
166.719 114 179
167.219 114 179
167.72 114 179
168.219 114 179
168.719 114 179
169.219 114 179
169.72 114 180
170.219 114 180
170.719 114 180
171.219 114 180
171.719 114 180
172.219 114 180
172.72 114 180
173.219 114 180
173.719 114 180
174.219 114 180
174.72 114 180
175.219 114 180
175.72 114 180
176.219 114 180
176.719 114 180
177.219 115 180
177.719 115 180
178.219 115 180
178.719 115 180
179.219 115 180
179.719 115 180
180.219 115 180
180.72 115 180
181.219 115 180
181.719 115 180
182.219 115 180
182.719 116 179
183.219 116 179
183.719 116 179
184.219 116 179
184.719 116 181
191.226 127 183
191.233 127 183
191.595 127 183
192.095 127 183
192.201 127 183
192.595 127 183
193.095 127 183
193.595 127 183
194.095 127 183
194.168 127 183
194.178 127 183
194.595 127 183
195.095 127 183
195.595 127 183
196.095 127 188
196.595 127 188
197.095 127 188
197.595 127 188
198.095 127 188
198.595 127 188
199.095 127 188
