# Table name/description: "Top500 Met B<40"
# Number of dimensions: 3
# For each dimension, 1 to 3: lower_bound  upper_bound  number_of_bins  wrapping
#   x1: 0.0 360.0 45 true
#   x2: 0.0 360.0 45 true
#   x3: 0.0 360.0 45 true
# List of table coordinates and values. (Value is last number on each line.)
4.0 180.0 36.0 5.120327700972862E-4
4.0 180.0 44.0 5.120327700972862E-4
4.0 188.0 36.0 5.120327700972862E-4
4.0 188.0 44.0 0.0015360983102918587
4.0 188.0 52.0 5.120327700972862E-4
20.0 52.0 68.0 5.120327700972862E-4
20.0 60.0 68.0 5.120327700972862E-4
20.0 60.0 76.0 5.120327700972862E-4
20.0 164.0 284.0 0.0015360983102918587
20.0 164.0 292.0 0.0015360983102918587
20.0 172.0 52.0 0.002048131080389145
20.0 172.0 60.0 0.0035842293906810036
20.0 172.0 68.0 0.0030721966205837174
20.0 172.0 276.0 5.120327700972862E-4
20.0 172.0 284.0 0.0030721966205837174
20.0 172.0 292.0 0.0035842293906810036
20.0 172.0 300.0 5.120327700972862E-4
20.0 180.0 44.0 0.0015360983102918587
20.0 180.0 52.0 0.006144393241167435
20.0 180.0 60.0 0.010752688172043012
20.0 180.0 68.0 0.010752688172043012
20.0 180.0 76.0 0.004608294930875576
20.0 180.0 180.0 5.120327700972862E-4
20.0 180.0 284.0 0.0030721966205837174
20.0 180.0 292.0 0.0030721966205837174
20.0 180.0 300.0 5.120327700972862E-4
20.0 188.0 44.0 0.002560163850486431
20.0 188.0 52.0 0.007168458781362007
20.0 188.0 60.0 0.010752688172043012
20.0 188.0 68.0 0.011264720942140297
20.0 188.0 76.0 0.006656426011264721
20.0 188.0 84.0 5.120327700972862E-4
20.0 188.0 172.0 0.0015360983102918587
20.0 188.0 180.0 0.0030721966205837174
20.0 188.0 188.0 0.0010240655401945725
20.0 196.0 36.0 5.120327700972862E-4
20.0 196.0 44.0 0.0030721966205837174
20.0 196.0 52.0 0.005120327700972862
20.0 196.0 60.0 0.007168458781362007
20.0 196.0 68.0 0.007168458781362007
