dist,C2',C3'
3.74,2.89732127178866e-009,2.53427910804749
3.75,2.09087991365209e-009,2.66314101219177
3.76,1.50452295066827e-009,2.80325937271118
3.77,1.07945830052358e-009,2.95558023452759
3.78,7.72236385948588e-010,3.12115526199341
3.79,5.50848144875715e-010,3.30112600326538
3.8,3.91787657871845e-010,3.49676823616028
3.81,2.77847689300614e-010,3.70946955680847
3.82,1.96471658386876e-010,3.94078707695007
3.83,1.38525663162525e-010,4.19240522384644
3.84,9.73862310238438e-011,4.46621799468994
3.85,6.82656084438626e-011,4.76432180404663
3.86,4.77137392096427e-011,5.08902454376221
3.87,3.32523140966767e-011,5.44289112091064
3.88,2.31064663930303e-011,5.8288049697876
3.89,1.60098011237064e-011,6.2498722076416
3.9,1.10605118813778e-011,6.70961999893188
3.91,7.61906076424124e-012,7.2119255065918
3.92,5.23316719819311e-012,7.76106405258179
3.93,3.58397231163543e-012,8.36176872253418
3.94,2.44738083965412e-012,9.01926517486572
3.95,1.66638491200244e-012,9.73930549621582
3.96,1.13132127364107e-012,10.5282144546509
3.97,7.65831842386433e-013,11.3929386138916
3.98,5.16913226632221e-013,12.3410444259644
3.99,3.47887463194446e-013,13.3808212280273
4,2.33451495981751e-013,14.5213317871094
4.01,1.56202213164904e-013,15.7723846435547
4.02,1.04213221439973e-013,17.1445045471191
4.03,6.93245103249723e-014,18.6493511199951
4.04,4.59828674431988e-014,20.2990379333496
4.05,3.04112000881242e-014,22.1070747375488
4.06,2.00547061189648e-014,24.087345123291
4.07,1.31864301989031e-014,26.2552089691162
4.08,8.64536967812605e-015,28.626392364502
4.09,5.65155374891236e-015,31.218053817749
4.1,3.68381447376121e-015,34.0477104187012
4.11,2.39417250673217e-015,37.1342315673828
4.12,1.5515251784414e-015,40.496654510498
4.13,1.00251272686552e-015,44.1555709838867
4.14,6.45902168132129e-016,48.1311798095703
4.15,4.14926447811248e-016,52.4450073242188
4.16,2.65779483560392e-016,57.1181716918945
4.17,1.69745865850905e-016,62.1730155944824
4.18,1.08099317492994e-016,67.6308059692383
4.19,6.86394869343196e-017,73.5135192871094
4.2,4.3458150324515e-017,79.8417510986328
4.21,2.74344095079154e-017,86.6367645263672
4.22,1.72689603127634e-017,93.9174499511719
4.23,1.08383680680894e-017,101.703056335449
4.24,6.78278300203224e-018,110.009201049805
4.25,4.23232419804799e-018,118.852035522461
4.26,2.63321574272834e-018,128.243698120117
4.27,1.63358058696235e-018,138.194137573242
4.28,1.01046543152615e-018,148.711578369141
4.29,6.23230857324377e-019,159.798934936523
4.3,3.83268475809128e-019,171.457916259766
4.31,2.35019563764938e-019,183.683135986328
4.32,1.43691586308724e-019,196.468307495117
4.33,8.76003074127895e-020,209.79899597168
4.34,5.32483657593403e-020,223.660034179688
4.35,3.22740865729359e-020,238.026000976563
4.36,1.95041885986159e-020,252.870391845703
4.37,1.17530038113954e-020,268.158660888672
4.38,7.06148498520678e-021,283.852600097656
4.39,4.23048801541567e-021,299.905426025391
4.4,2.52703273238166e-021,316.266723632813
4.41,1.50514590034232e-021,332.880126953125
4.42,8.93865688065776e-022,349.683654785156
4.43,5.29314004883676e-022,366.608215332031
4.44,3.12521775265734e-022,383.583709716797
4.45,1.839902319756e-022,400.531433105469
4.46,1.0800278245074e-022,417.372009277344
4.47,6.32153812616603e-023,434.020904541016
4.48,3.68923329437781e-023,450.389801025391
4.49,2.14682847111817e-023,466.388427734375
4.5,1.24561539253459e-023,481.927886962891
4.51,7.20621439247954e-024,496.915130615234
4.52,4.15698379273536e-024,511.260345458984
4.53,2.39097370320679e-024,524.871948242188
4.54,1.37125847192203e-024,537.6611328125
4.55,7.84131684094212e-025,549.546508789063
4.56,4.4710230082166e-025,560.442687988281
4.57,2.54184936639471e-025,570.277770996094
4.58,1.44092396175345e-025,578.976318359375
4.59,8.14436392065859e-026,586.478088378906
4.6,4.59009626170051e-026,592.726440429688
4.61,2.57935498776147e-026,597.669860839844
4.62,1.44527036963706e-026,601.271423339844
4.63,8.07442585473251e-027,603.498596191406
4.64,4.49803634813561e-027,604.331420898438
4.65,2.49838180547723e-027,603.756591796875
4.66,1.38370468710592e-027,601.775268554688
4.67,7.64103942454389e-028,598.39404296875
4.68,4.20736729720891e-028,593.633117675781
4.69,2.30989730109237e-028,587.521850585938
4.7,1.26451516619424e-028,580.09765625
4.71,6.90207190120342e-029,571.407348632813
4.72,3.75650739815441e-029,561.509521484375
4.73,2.03851017928639e-029,550.467041015625
4.74,1.10303921121839e-029,538.35107421875
4.75,5.95104002103788e-030,525.239929199219
4.76,3.2013371772893e-030,511.216735839844
4.77,1.71719412112754e-030,496.371154785156
4.78,9.18398407851119e-031,480.794128417969
4.79,4.89770332527169e-031,464.582366943359
4.8,2.60421863177499e-031,447.828796386719
4.81,1.38074071910157e-031,430.633880615234
4.82,7.29911756073179e-032,413.093322753906
4.83,3.84749792311216e-032,395.305267333984
4.84,2.0221332836793e-032,377.361206054688
4.85,1.05972013261499e-032,359.354125976563
4.86,5.53726899530408e-033,341.370910644531
4.87,2.88503011156054e-033,323.496765136719
4.88,1.49874666476178e-033,305.807189941406
4.89,7.76347805325391e-034,288.378173828125
4.9,4.00965852593534e-034,271.277099609375
4.91,2.06494661546262e-034,254.564605712891
4.92,1.06031059812109e-034,238.29541015625
4.93,5.42885076360484e-035,222.519378662109
4.94,2.77143944069063e-035,207.276809692383
4.95,1.41076110775316e-035,192.604782104492
4.96,7.16018619909262e-036,178.53125
4.97,3.62364572486683e-036,165.079711914063
4.98,1.82847773188704e-036,152.266693115234
4.99,9.19992933749668e-037,140.102874755859
5,4.61531796734674e-037,128.593276977539
5.01,2.30863563265107e-037,117.739097595215
5.02,1.15148999602453e-037,107.536743164063
5.03,5.72647399730904e-038,97.9766159057617
5.04,2.8396545467984e-038,89.0475006103516
5.05,1.40399358166125e-038,80.7328262329102
5.06,6.92175860608329e-039,73.0153503417969
5.07,3.40243254539312e-039,65.8730621337891
5.08,0,59.2840766906738
5.09,0,53.2229843139648
5.1,0,47.664867401123
5.11,0,42.5824279785156
5.12,0,37.9491157531738
5.13,0,33.7371215820313
5.14,0,29.9195251464844
5.15,0,26.4691200256348
5.16,0,23.359733581543
5.17,0,20.5653343200684
5.18,0,18.0613594055176
5.19,0,15.8237075805664
5.2,0,13.8297605514526
5.21,0,12.0577964782715
5.22,0,10.4875736236572
5.23,0,9.09979057312012
5.24,0,7.87672281265259
5.25,0,6.80162191390991
5.26,0,5.85922193527222
5.27,0,5.03537702560425
5.28,0,4.31702518463135
5.29,0,3.69237947463989
5.3,0,3.15061831474304
5.31,0,2.68200922012329
5.32,0,2.27770352363586
5.33,0,1.92981791496277
5.34,0,1.63122427463531
5.35,0,1.37562298774719
5.36,0,1.15736699104309
5.37,0,0.971489608287811
5.38,0,0.813574910163879
5.39,0,0.679769337177277
5.4,0,0.56666374206543
5.41,0,0.471304088830948
5.42,0,0.391098439693451
5.43,0,0.323810338973999
5.44,0,0.267493665218353
5.45,0,0.220478057861328
5.46,0,0.181319564580917
5.47,0,0.148785784840584
5.48,0,0.121818885207176
5.49,0,0.0995213240385056
5.5,0,0.0811266750097275
5.51,0,0.0659879595041275
5.52,0,0.0535586848855019
5.53,0,0.0433764457702637
5.54,0,0.0350551456212997
5.55,0,0.0282695628702641
5.56,0,0.0227493420243263
5.57,0,0.0182682871818542
5.58,0,0.0146392825990915
5.59,0,0.0117065412923694
5.6,0,0.00934199523180723
5.61,0,0.00743955280631781
5.62,0,0.00591240543872118
5.63,0,0.0046890564262867
5.64,0,0.00371129135601223
5.65,0,0.00293140043504536
5.66,0,0.00231073657050729
5.67,0,0.00181778403930366
5.68,0,0.00142713217064738
5.69,0,0.0011181685840711
5.7,0,0.000874350138474256
5.71,0,0.000682321959175169
5.72,0,0.000531409692484885
5.73,0,0.000413044879678637
5.74,0,0.000320408056722954
5.75,0,0.000248049356741831
5.76,0,0.000191648287000135
5.77,0,0.000147777900565416
5.78,0,0.000113720503577497
5.79,0,8.733802678762e-005
5.8,0,6.69406726956367e-005
5.81,0,5.12042242917232e-005
5.82,0,3.90876521123573e-005
5.83,0,2.97780788969249e-005
5.84,0,2.26393585762708e-005
5.85,0,1.71770425367868e-005
5.86,0,1.30056960188085e-005
5.87,0,9.827146641328e-006
5.88,0,7.40989707992412e-006
5.89,0,5.57565272174543e-006
5.9,0,4.18657964473823e-006
5.91,0,3.13696727971546e-006
5.92,0,2.3454672373191e-006
5.93,0,1.74994124790828e-006
5.94,0,1.30278715460008e-006
5.95,0,9.67798087003757e-007
5.96,0,7.17362070190575e-007
5.97,0,5.30567319856345e-007
5.98,0,3.91535337485038e-007
5.99,0,2.88293875883028e-007
6,0,2.11794329629811e-007
