# Table name/description: "Top500 His B<40"
# Number of dimensions: 2
# For each dimension, 1 to 2: lower_bound  upper_bound  number_of_bins  wrapping
#   x1: 0.0 360.0 72 true
#   x2: 0.0 360.0 72 true
# List of table coordinates and values. (Value is last number on each line.)
2.5 117.5 4.347826086956522E-4
2.5 122.5 4.347826086956522E-4
2.5 127.5 4.347826086956522E-4
7.5 112.5 4.347826086956522E-4
7.5 117.5 4.347826086956522E-4
7.5 122.5 4.347826086956522E-4
7.5 127.5 4.347826086956522E-4
12.5 107.5 4.347826086956522E-4
12.5 112.5 4.347826086956522E-4
12.5 117.5 4.347826086956522E-4
12.5 122.5 4.347826086956522E-4
12.5 127.5 4.347826086956522E-4
17.5 47.5 4.347826086956522E-4
17.5 52.5 4.347826086956522E-4
17.5 57.5 8.695652173913044E-4
17.5 62.5 8.695652173913044E-4
17.5 67.5 8.695652173913044E-4
17.5 72.5 4.347826086956522E-4
17.5 77.5 4.347826086956522E-4
17.5 97.5 4.347826086956522E-4
17.5 102.5 4.347826086956522E-4
17.5 107.5 8.695652173913044E-4
17.5 112.5 8.695652173913044E-4
17.5 117.5 8.695652173913044E-4
17.5 122.5 4.347826086956522E-4
17.5 127.5 4.347826086956522E-4
17.5 267.5 4.347826086956522E-4
17.5 272.5 4.347826086956522E-4
17.5 277.5 4.347826086956522E-4
17.5 282.5 4.347826086956522E-4
17.5 287.5 4.347826086956522E-4
22.5 42.5 4.347826086956522E-4
22.5 47.5 8.695652173913044E-4
22.5 52.5 0.0013043478260869566
22.5 57.5 0.0017391304347826088
22.5 62.5 0.002173913043478261
22.5 67.5 0.002173913043478261
22.5 72.5 0.0017391304347826088
22.5 77.5 0.0013043478260869566
22.5 82.5 0.0013043478260869566
22.5 87.5 0.0013043478260869566
22.5 92.5 0.0017391304347826088
22.5 97.5 0.002173913043478261
22.5 102.5 0.002173913043478261
22.5 107.5 0.002173913043478261
22.5 112.5 0.0017391304347826088
22.5 117.5 0.0017391304347826088
22.5 122.5 8.695652173913044E-4
22.5 127.5 8.695652173913044E-4
22.5 132.5 4.347826086956522E-4
22.5 247.5 4.347826086956522E-4
22.5 252.5 4.347826086956522E-4
22.5 257.5 8.695652173913044E-4
22.5 262.5 0.0013043478260869566
22.5 267.5 0.0017391304347826088
22.5 272.5 0.002173913043478261
22.5 277.5 0.002173913043478261
22.5 282.5 0.0017391304347826088
22.5 287.5 0.0013043478260869566
22.5 292.5 8.695652173913044E-4
22.5 297.5 8.695652173913044E-4
22.5 302.5 4.347826086956522E-4
27.5 37.5 4.347826086956522E-4
27.5 42.5 8.695652173913044E-4
27.5 47.5 0.0017391304347826088
27.5 52.5 0.003043478260869565
27.5 57.5 0.00391304347826087
27.5 62.5 0.007391304347826087
27.5 67.5 0.00826086956521739
27.5 72.5 0.007391304347826087
27.5 77.5 0.006521739130434782
27.5 82.5 0.006521739130434782
27.5 87.5 0.007391304347826087
27.5 92.5 0.00826086956521739
27.5 97.5 0.010434782608695653
27.5 102.5 0.010434782608695653
27.5 107.5 0.00782608695652174
27.5 112.5 0.0052173913043478265
27.5 117.5 0.003043478260869565
27.5 122.5 0.003043478260869565
27.5 127.5 0.0013043478260869566
27.5 132.5 8.695652173913044E-4
27.5 222.5 4.347826086956522E-4
27.5 227.5 4.347826086956522E-4
27.5 232.5 4.347826086956522E-4
27.5 237.5 8.695652173913044E-4
27.5 242.5 8.695652173913044E-4
27.5 247.5 0.0013043478260869566
27.5 252.5 0.002173913043478261
27.5 257.5 0.003043478260869565
27.5 262.5 0.007391304347826087
27.5 267.5 0.01217391304347826
27.5 272.5 0.013043478260869565
27.5 277.5 0.010434782608695653
27.5 282.5 0.006956521739130435
27.5 287.5 0.003043478260869565
27.5 292.5 0.003043478260869565
27.5 297.5 0.003043478260869565
27.5 302.5 0.0017391304347826088
27.5 307.5 8.695652173913044E-4
27.5 312.5 4.347826086956522E-4
32.5 32.5 4.347826086956522E-4
32.5 37.5 8.695652173913044E-4
32.5 42.5 0.0017391304347826088
32.5 47.5 0.003043478260869565
32.5 52.5 0.00782608695652174
32.5 57.5 0.014782608695652174
32.5 62.5 0.018260869565217393
32.5 67.5 0.018695652173913044
32.5 72.5 0.019130434782608695
32.5 77.5 0.019130434782608695
32.5 82.5 0.01956521739130435
32.5 87.5 0.01956521739130435
32.5 92.5 0.01956521739130435
32.5 97.5 0.02
32.5 102.5 0.01956521739130435
32.5 107.5 0.018695652173913044
32.5 112.5 0.015217391304347827
32.5 117.5 0.01217391304347826
32.5 122.5 0.006521739130434782
32.5 127.5 0.003043478260869565
32.5 132.5 0.0013043478260869566
32.5 137.5 4.347826086956522E-4
32.5 202.5 4.347826086956522E-4
32.5 207.5 4.347826086956522E-4
32.5 212.5 8.695652173913044E-4
32.5 217.5 8.695652173913044E-4
32.5 222.5 0.0013043478260869566
32.5 227.5 0.0017391304347826088
32.5 232.5 0.002173913043478261
32.5 237.5 0.003043478260869565
32.5 242.5 0.003043478260869565
32.5 247.5 0.003043478260869565
32.5 252.5 0.008695652173913044
32.5 257.5 0.015217391304347827
32.5 262.5 0.019130434782608695
32.5 267.5 0.021304347826086957
32.5 272.5 0.023478260869565216
32.5 277.5 0.023043478260869565
32.5 282.5 0.02043478260869565
32.5 287.5 0.018695652173913044
32.5 292.5 0.015217391304347827
32.5 297.5 0.010434782608695653
32.5 302.5 0.006956521739130435
32.5 307.5 0.003043478260869565
32.5 312.5 0.0017391304347826088
32.5 317.5 8.695652173913044E-4
37.5 27.5 4.347826086956522E-4
