row.names,#a,&a,0a,0b,0i,1L,1[,1a,1b,1c,1e,1f,1g,1m,1o,1t,1z,2[,2a,2h,2o,3a,3b,3d,4a,4b,4d,4g,4n,4p,4s,5d,5j,5q,5z,6d,6g,6j,6n,6p,7a,7d,7p,7r,8d,9a,2g,2u,2z,3g,5n,5r
2.23,0,0,0,0,0,0,0,1.36453E-037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8302E-036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.24,0,0,0,0,0,0,0,2.67721E-037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55986E-036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.25,0,0,0,0,0,0,0,5.23744E-037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48781E-035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.26,0,0,0,0,0,0,0,1.02163E-036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91958E-035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.27,0,0,0,0,0,0,0,1.98705E-036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7126E-035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.28,0,0,0,0,0,0,0,3.85353E-036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11452E-034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.29,0,0,0,0,0,0,0,7.45158E-036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16812E-034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3,0,0,0,0,0,0,0,1.43673E-035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2055E-034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.31,0,0,0,0,0,0,0,2.76212E-035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13381E-034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.32,0,0,0,0,0,0,0,5.29476E-035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56859E-033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.33,0,0,0,0,0,0,0,1.01202E-034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01625E-033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.34,0,0,0,0,0,0,0,1.92871E-034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78316E-033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.35,0,0,0,0,0,0,0,3.6651E-034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10561E-032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.36,0,0,0,0,0,0,0,6.94452E-034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10757E-032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.37,0,0,0,0,0,0,0,1.31201E-033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00592E-032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.38,0,0,0,0,0,0,0,2.47159E-033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7102E-039,7.59224E-032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.39,0,0,0,0,0,0,0,4.64244E-033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54211E-039,1.43474E-031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4,0,0,0,0,0,0,0,8.69471E-033,0,0,1.57877E-039,0,0,0,0,0,0,0,0,0,0,0,1.52871E-038,2.70343E-031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.41,0,0,0,0,0,0,0,1.62369E-032,0,0,3.20926E-039,0,0,0,0,0,0,0,0,0,0,0,3.08955E-038,5.07924E-031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.42,0,0,0,0,0,0,0,3.02334E-032,0,0,6.5047E-039,0,0,0,0,0,0,0,0,0,0,0,6.22589E-038,9.51532E-031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.43,0,0,0,0,0,0,0,5.6132E-032,0,0,1.31458E-038,0,0,0,0,0,0,0,0,0,0,0,1.25096E-037,1.77742E-030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.44,0,0,0,0,0,0,0,1.03914E-031,0,0,2.649E-038,0,0,0,0,0,0,0,0,0,0,0,2.50624E-037,3.31052E-030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.45,0,0,0,0,0,0,0,1.9181E-031,0,0,5.32249E-038,0,0,0,0,0,0,0,0,0,0,0,5.00656E-037,6.14815E-030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.46,0,0,0,0,0,0,0,3.53029E-031,0,0,1.06631E-037,0,0,0,0,0,0,0,0,0,0,0,9.97222E-037,1.1385E-029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.47,0,0,0,0,0,0,1.21708E-039,6.47868E-031,0,0,2.13005E-037,0,0,0,0,0,0,0,0,0,0,0,1.98053E-036,2.10216E-029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.48,0,0,0,0,0,0,2.47425E-039,1.1855E-030,0,0,4.2426E-037,0,0,0,0,0,0,0,0,0,0,0,3.92199E-036,3.87023E-029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.49,0,0,0,0,0,0,5.0154E-039,2.16299E-030,0,0,8.42579E-037,0,0,0,0,0,0,0,0,0,0,0,7.74407E-036,7.10478E-029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,1.01369E-038,3.935E-030,0,0,1.6685E-036,0,0,0,0,0,0,0,0,0,0,0,1.52464E-035,1.30049E-028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.51,0,0,0,0,0,0,2.04286E-038,7.13795E-030,0,0,3.29442E-036,0,0,0,0,0,0,0,0,0,0,0,2.99298E-035,2.37357E-028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24272E-039,0,0,0,0,0,0,0,0,0
2.52,0,0,0,0,0,0,4.10496E-038,1.29104E-029,0,0,6.48586E-036,0,0,0,0,0,0,0,0,0,0,0,5.85837E-035,4.31957E-028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53243E-039,0,0,0,0,0,0,0,0,0
2.53,0,0,0,0,0,0,8.22463E-038,2.32834E-029,0,0,1.27319E-035,0,0,0,0,0,0,0,0,0,0,0,1.14337E-034,7.83828E-028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14561E-039,0,0,0,0,0,0,0,0,0
2.54,0,0,0,0,0,0,1.64309E-037,4.18688E-029,0,0,2.49204E-035,0,0,0,0,0,0,0,0,0,0,0,2.22501E-034,1.41821E-027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04249E-038,0,0,0,0,0,0,0,0,0
2.55,0,0,0,0,0,0,3.27297E-037,7.50712E-029,0,0,4.86356E-035,0,0,0,0,0,0,0,0,0,0,0,4.31732E-034,2.55862E-027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3305E-038,0,0,0,0,0,0,0,0,0
2.56,0,0,0,0,0,0,6.50069E-037,1.34213E-028,0,0,9.46433E-035,0,0,0,0,0,0,0,0,0,0,0,8.35282E-034,4.60267E-027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27733E-039,0,4.86952E-038,0,0,0,0,0,0,0,0,0
2.57,0,0,0,0,0,0,1.2874E-036,2.39251E-028,0,0,1.83638E-034,0,0,0,0,0,0,0,0,0,0,0,1.61135E-033,8.25576E-027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52491E-039,0,9.79292E-038,0,0,0,0,0,0,0,0,0
2.58,0,0,0,0,0,0,2.54217E-036,4.25256E-028,0,0,3.5528E-034,0,0,0,0,0,0,0,0,0,0,0,3.09942E-033,1.47654E-026,0,0,0,0,0,0,0,0,3.06456E-039,0,0,0,0,0,0,0,7.16096E-039,0,1.96372E-037,0,0,0,0,0,0,0,0,0
2.59,0,0,0,0,0,0,5.00533E-036,7.53678E-028,0,1.58861E-040,6.85356E-034,0,0,0,0,0,0,0,0,0,0,0,5.94443E-033,2.63316E-026,0,0,0,0,0,0,0,0,6.23965E-039,0,0,0,0,0,0,0,1.45055E-038,0,3.92637E-037,0,0,0,0,0,0,0,0,0
2.6,0,0,0,0,0,0,9.82646E-036,1.33186E-027,0,3.23383E-040,1.31825E-033,0,0,0,0,0,0,0,0,0,0,0,1.13678E-032,4.68219E-026,0,0,0,0,0,0,0,0,1.74252E-038,0,0,0,0,0,0,0,2.92976E-038,0,7.82787E-037,0,0,0,0,0,0,0,0,0
2.61,0,0,0,0,0,0,1.92353E-035,2.34678E-027,0,6.56375E-040,2.52823E-033,0,0,0,0,0,0,0,0,0,0,0,2.16759E-032,8.30164E-026,0,0,0,0,0,0,0,0,3.53118E-038,0,0,0,0,0,0,0,5.90025E-038,0,1.5561E-036,0,0,0,0,0,0,0,0,0
